nameplate,rating_year,test_name,rating_raw,rating_ord,measurement_value,variant
Chevrolet Traverse,2020,side_updated,Acceptable,3,,4-door SUV
Chevrolet Traverse,2020,roof_strength,Good,4,,4-door SUV
Chevrolet Traverse,2020,head_restraints,Good,4,,4-door SUV
GMC Acadia,2020,small_overlap_driver,Good,4,,4-door SUV
GMC Acadia,2020,small_overlap_passenger,Good,4,,4-door SUV
GMC Acadia,2020,moderate_overlap_front,Good,4,,4-door SUV
GMC Acadia,2020,side_original,Good,4,,4-door SUV
GMC Acadia,2020,side_updated,Poor,1,,4-door SUV
GMC Acadia,2020,roof_strength,Good,4,,4-door SUV
GMC Acadia,2020,head_restraints,Good,4,,4-door SUV
Nissan Murano,2020,small_overlap_driver,Good,4,,4-door SUV
Nissan Murano,2020,small_overlap_passenger,Good,4,,4-door SUV
Nissan Murano,2020,moderate_overlap_front,Good,4,,4-door SUV
Nissan Murano,2020,side_original,Good,4,,4-door SUV
Nissan Murano,2020,side_updated,Marginal,2,,4-door SUV
Nissan Murano,2020,roof_strength,Good,4,,4-door SUV
Nissan Murano,2020,head_restraints,Good,4,,4-door SUV
Subaru Ascent,2020,small_overlap_driver,Good,4,,4-door SUV
Subaru Ascent,2020,small_overlap_passenger,Good,4,,4-door SUV
Subaru Ascent,2020,moderate_overlap_front,Good,4,,4-door SUV
Subaru Ascent,2020,side_original,Good,4,,4-door SUV
Subaru Ascent,2020,side_updated,Good,4,,4-door SUV
Subaru Ascent,2020,roof_strength,Good,4,,4-door SUV
Subaru Ascent,2020,head_restraints,Good,4,,4-door SUV
Buick Enclave,2020,small_overlap_driver,Good,4,,4-door SUV
Buick Enclave,2020,small_overlap_passenger,Good,4,,4-door SUV
Buick Enclave,2020,moderate_overlap_front,Good,4,,4-door SUV
Buick Enclave,2020,side_original,Good,4,,4-door SUV
Buick Enclave,2020,side_updated,Acceptable,3,,4-door SUV
Buick Enclave,2020,roof_strength,Good,4,,4-door SUV
Buick Enclave,2020,head_restraints,Good,4,,4-door SUV
Kia Sorento,2020,small_overlap_driver,Good,4,,4-door SUV
Kia Sorento,2020,small_overlap_passenger,Good,4,,4-door SUV
Kia Sorento,2020,moderate_overlap_front,Good,4,,4-door SUV
Kia Sorento,2020,side_original,Good,4,,4-door SUV
Kia Sorento,2020,roof_strength,Good,4,,4-door SUV
Kia Sorento,2020,head_restraints,Good,4,,4-door SUV
Nissan Pathfinder,2020,small_overlap_driver,Good,4,,4-door SUV
Nissan Pathfinder,2020,small_overlap_passenger,Acceptable,3,,4-door SUV
Nissan Pathfinder,2020,moderate_overlap_front,Good,4,,4-door SUV
Nissan Pathfinder,2020,side_original,Good,4,,4-door SUV
Nissan Pathfinder,2020,roof_strength,Good,4,,4-door SUV
Nissan Pathfinder,2020,head_restraints,Good,4,,4-door SUV
Dodge Journey,2020,small_overlap_driver,Poor,1,,4-door SUV
Dodge Journey,2020,moderate_overlap_front,Good,4,,4-door SUV
Dodge Journey,2020,side_original,Good,4,,4-door SUV
Dodge Journey,2020,roof_strength,Good,4,,4-door SUV
Dodge Journey,2020,head_restraints,Good,4,,4-door SUV
Ford Explorer,2020,small_overlap_driver,Good,4,,4-door SUV
Ford Explorer,2020,small_overlap_passenger,Good,4,,4-door SUV
Ford Explorer,2020,moderate_overlap_front,Good,4,,4-door SUV
Ford Explorer,2020,side_original,Good,4,,4-door SUV
Ford Explorer,2020,side_updated,Good,4,,4-door SUV
Ford Explorer,2020,roof_strength,Good,4,,4-door SUV
Ford Explorer,2020,head_restraints,Good,4,,4-door SUV
Jeep Cherokee,2020,small_overlap_driver,Good,4,,4-door SUV
Jeep Cherokee,2020,small_overlap_passenger,Good,4,,4-door SUV
Jeep Cherokee,2020,moderate_overlap_front,Good,4,,4-door SUV
Jeep Cherokee,2020,side_original,Good,4,,4-door SUV
Jeep Cherokee,2020,roof_strength,Good,4,,4-door SUV
Jeep Cherokee,2020,head_restraints,Good,4,,4-door SUV
Volkswagen Atlas,2020,small_overlap_driver,Good,4,,4-door SUV
Volkswagen Atlas,2020,small_overlap_passenger,Good,4,,4-door SUV
Volkswagen Atlas,2020,moderate_overlap_front,Good,4,,4-door SUV
Volkswagen Atlas,2020,side_original,Good,4,,4-door SUV
Volkswagen Atlas,2020,side_updated,Good,4,,4-door SUV
Volkswagen Atlas,2020,roof_strength,Good,4,,4-door SUV
Volkswagen Atlas,2020,head_restraints,Good,4,,4-door SUV
Ford Edge,2020,small_overlap_driver,Good,4,,4-door SUV
Ford Edge,2020,small_overlap_passenger,Good,4,,4-door SUV
Ford Edge,2020,moderate_overlap_front,Good,4,,4-door SUV
Ford Edge,2020,side_original,Good,4,,4-door SUV
Ford Edge,2020,roof_strength,Good,4,,4-door SUV
Ford Edge,2020,head_restraints,Good,4,,4-door SUV
Chevrolet Blazer,2020,small_overlap_driver,Good,4,,4-door SUV
Chevrolet Blazer,2020,small_overlap_passenger,Good,4,,4-door SUV
Chevrolet Blazer,2020,moderate_overlap_front,Good,4,,4-door SUV
Chevrolet Blazer,2020,side_original,Good,4,,4-door SUV
Chevrolet Blazer,2020,roof_strength,Good,4,,4-door SUV
Chevrolet Blazer,2020,head_restraints,Good,4,,4-door SUV
Jeep Wrangler 4-door,2020,small_overlap_driver,Marginal,2,,4-door SUV
Jeep Wrangler 4-door,2020,moderate_overlap_front,Good,4,,4-door SUV
Jeep Wrangler 4-door,2020,side_original,Good,4,,4-door SUV
Jeep Wrangler 4-door,2020,side_updated,Marginal,2,,4-door SUV
Jeep Wrangler 4-door,2020,roof_strength,Good,4,,4-door SUV
Jeep Wrangler 4-door,2020,head_restraints,Good,4,,4-door SUV
Dodge Durango,2020,small_overlap_driver,Marginal,2,,4-door SUV
Dodge Durango,2020,moderate_overlap_front,Good,4,,4-door SUV
Dodge Durango,2020,side_original,Good,4,,4-door SUV
Dodge Durango,2020,roof_strength,Good,4,,4-door SUV
Dodge Durango,2020,head_restraints,Good,4,,4-door SUV
Buick Encore,2020,small_overlap_driver,Good,4,,4-door SUV
Buick Encore,2020,small_overlap_passenger,Acceptable,3,,4-door SUV
Buick Encore,2020,moderate_overlap_front,Good,4,,4-door SUV
Buick Encore,2020,side_original,Good,4,,4-door SUV
Buick Encore,2020,side_updated,Acceptable,3,,4-door SUV
Buick Encore,2020,roof_strength,Good,4,,4-door SUV
Buick Encore,2020,head_restraints,Good,4,,4-door SUV
Volvo XC60,2020,small_overlap_driver,Good,4,,4-door SUV
Volvo XC60,2020,small_overlap_passenger,Good,4,,4-door SUV
Volvo XC60,2020,moderate_overlap_front,Good,4,,4-door SUV
Volvo XC60,2020,side_original,Good,4,,4-door SUV
Volvo XC60,2020,side_updated,Acceptable,3,,4-door SUV
Volvo XC60,2020,roof_strength,Good,4,,4-door SUV
Volvo XC60,2020,head_restraints,Good,4,,4-door SUV
BMW X3,2020,small_overlap_driver,Good,4,,4-door SUV
BMW X3,2020,small_overlap_passenger,Good,4,,4-door SUV
BMW X3,2020,moderate_overlap_front,Good,4,,4-door SUV
BMW X3,2020,side_original,Good,4,,4-door SUV
BMW X3,2020,roof_strength,Good,4,,4-door SUV
BMW X3,2020,head_restraints,Good,4,,4-door SUV
Acura MDX,2020,small_overlap_driver,Good,4,,4-door SUV
Acura MDX,2020,moderate_overlap_front,Good,4,,4-door SUV
Acura MDX,2020,side_original,Good,4,,4-door SUV
Acura MDX,2020,roof_strength,Good,4,,4-door SUV
Acura MDX,2020,head_restraints,Good,4,,4-door SUV
Volvo XC90,2020,small_overlap_driver,Good,4,,4-door SUV
Volvo XC90,2020,small_overlap_passenger,Good,4,,4-door SUV
Volvo XC90,2020,moderate_overlap_front,Good,4,,4-door SUV
Volvo XC90,2020,side_original,Good,4,,4-door SUV
Volvo XC90,2020,roof_strength,Good,4,,4-door SUV
Volvo XC90,2020,head_restraints,Good,4,,4-door SUV
Acura RDX,2020,small_overlap_driver,Good,4,,4-door SUV
Acura RDX,2020,small_overlap_passenger,Good,4,,4-door SUV
Acura RDX,2020,moderate_overlap_front,Good,4,,4-door SUV
Acura RDX,2020,side_original,Good,4,,4-door SUV
Acura RDX,2020,side_updated,Good,4,,4-door SUV
Acura RDX,2020,roof_strength,Good,4,,4-door SUV
Acura RDX,2020,head_restraints,Good,4,,4-door SUV
Buick Envision,2020,small_overlap_driver,Good,4,,4-door SUV
Buick Envision,2020,moderate_overlap_front,Good,4,,4-door SUV
Buick Envision,2020,side_original,Good,4,,4-door SUV
Buick Envision,2020,roof_strength,Good,4,,4-door SUV
Buick Envision,2020,head_restraints,Good,4,,4-door SUV
BMW X5,2020,small_overlap_driver,Good,4,,4-door SUV
BMW X5,2020,small_overlap_passenger,Good,4,,4-door SUV
BMW X5,2020,moderate_overlap_front,Good,4,,4-door SUV
BMW X5,2020,side_original,Good,4,,4-door SUV
BMW X5,2020,side_updated,Good,4,,4-door SUV
BMW X5,2020,roof_strength,Good,4,,4-door SUV
BMW X5,2020,head_restraints,Good,4,,4-door SUV
Lincoln MKZ,2017,small_overlap_driver,Good,4,,4-door sedan
Lincoln MKZ,2017,small_overlap_passenger,Good,4,,4-door sedan
Lincoln MKZ,2017,moderate_overlap_front,Good,4,,4-door sedan
Lincoln MKZ,2017,side_original,Good,4,,4-door sedan
Lincoln MKZ,2017,roof_strength,Good,4,,4-door sedan
Lincoln MKZ,2017,head_restraints,Good,4,,4-door sedan
Acura TLX,2017,small_overlap_driver,Acceptable,3,,4-door sedan
Acura TLX,2017,moderate_overlap_front,Good,4,,4-door sedan
Acura TLX,2017,side_original,Good,4,,4-door sedan
Acura TLX,2017,roof_strength,Good,4,,4-door sedan
Acura TLX,2017,head_restraints,Good,4,,4-door sedan
Mercedes-Benz C-Class sedan,2017,small_overlap_driver,Good,4,,4-door sedan
Mercedes-Benz C-Class sedan,2017,moderate_overlap_front,Good,4,,4-door sedan
Mercedes-Benz C-Class sedan,2017,side_original,Good,4,,4-door sedan
Mercedes-Benz C-Class sedan,2017,roof_strength,Good,4,,4-door sedan
Mercedes-Benz C-Class sedan,2017,head_restraints,Good,4,,4-door sedan
Lexus CT 200h,2017,small_overlap_driver,Good,4,,4-door hatchback
Lexus CT 200h,2017,moderate_overlap_front,Good,4,,4-door hatchback
Lexus CT 200h,2017,side_original,Good,4,,4-door hatchback
Lexus CT 200h,2017,roof_strength,Good,4,,4-door hatchback
Lexus CT 200h,2017,head_restraints,Good,4,,4-door hatchback
Infiniti Q50,2017,moderate_overlap_front,Good,4,,4-door sedan
Infiniti Q50,2017,side_original,Good,4,,4-door sedan
Infiniti Q50,2017,roof_strength,Good,4,,4-door sedan
Infiniti Q50,2017,head_restraints,Good,4,,4-door sedan
Audi A6,2017,small_overlap_driver,Good,4,,4-door sedan
Audi A6,2017,moderate_overlap_front,Good,4,,4-door sedan
Audi A6,2017,side_original,Good,4,,4-door sedan
Audi A6,2017,roof_strength,Good,4,,4-door sedan
Audi A6,2017,head_restraints,Good,4,,4-door sedan
Cadillac XTS,2017,moderate_overlap_front,Good,4,,4-door sedan
Cadillac XTS,2017,side_original,Good,4,,4-door sedan
Cadillac XTS,2017,roof_strength,Good,4,,4-door sedan
Cadillac XTS,2017,head_restraints,Good,4,,4-door sedan
Ford Mustang coupe,2017,small_overlap_driver,Acceptable,3,,2-door coupe
Ford Mustang coupe,2017,moderate_overlap_front,Good,4,,2-door coupe
Ford Mustang coupe,2017,side_original,Good,4,,2-door coupe
Ford Mustang coupe,2017,roof_strength,Good,4,,2-door coupe
Ford Mustang coupe,2017,head_restraints,Good,4,,2-door coupe
Chevrolet Camaro coupe,2017,small_overlap_driver,Good,4,,2-door coupe
Chevrolet Camaro coupe,2017,moderate_overlap_front,Good,4,,2-door coupe
Chevrolet Camaro coupe,2017,side_original,Good,4,,2-door coupe
Chevrolet Camaro coupe,2017,roof_strength,Acceptable,3,,2-door coupe
Chevrolet Camaro coupe,2017,head_restraints,Good,4,,2-door coupe
Ford Fiesta,2017,small_overlap_driver,Marginal,2,,4-door sedan
Ford Fiesta,2017,moderate_overlap_front,Good,4,,4-door sedan
Ford Fiesta,2017,side_original,Good,4,,4-door sedan
Ford Fiesta,2017,roof_strength,Good,4,,4-door sedan
Ford Fiesta,2017,head_restraints,Good,4,,4-door sedan
Chevrolet Sonic,2017,small_overlap_driver,Good,4,,4-door sedan
Chevrolet Sonic,2017,moderate_overlap_front,Good,4,,4-door sedan
Chevrolet Sonic,2017,side_original,Good,4,,4-door sedan
Chevrolet Sonic,2017,roof_strength,Good,4,,4-door sedan
Chevrolet Sonic,2017,head_restraints,Good,4,,4-door sedan
Kia Soul,2017,small_overlap_driver,Good,4,,4-door wagon
Kia Soul,2017,small_overlap_passenger,Acceptable,3,,4-door wagon
Kia Soul,2017,moderate_overlap_front,Good,4,,4-door wagon
Kia Soul,2017,side_original,Good,4,,4-door wagon
Kia Soul,2017,roof_strength,Good,4,,4-door wagon
Kia Soul,2017,head_restraints,Good,4,,4-door wagon
Ford C-Max hybrid,2017,small_overlap_driver,Acceptable,3,,4-door wagon
Ford C-Max hybrid,2017,moderate_overlap_front,Good,4,,4-door wagon
Ford C-Max hybrid,2017,side_original,Good,4,,4-door wagon
Ford C-Max hybrid,2017,roof_strength,Good,4,,4-door wagon
Ford C-Max hybrid,2017,head_restraints,Good,4,,4-door wagon
Ford Focus,2017,small_overlap_driver,Acceptable,3,,4-door sedan
Ford Focus,2017,moderate_overlap_front,Good,4,,4-door sedan
Ford Focus,2017,side_original,Good,4,,4-door sedan
Ford Focus,2017,roof_strength,Good,4,,4-door sedan
Ford Focus,2017,head_restraints,Good,4,,4-door sedan
Toyota Prius v,2017,small_overlap_driver,Good,4,,4-door wagon
Toyota Prius v,2017,moderate_overlap_front,Good,4,,4-door wagon
Toyota Prius v,2017,side_original,Good,4,,4-door wagon
Toyota Prius v,2017,roof_strength,Good,4,,4-door wagon
Toyota Prius v,2017,head_restraints,Good,4,,4-door wagon
Subaru Outback,2017,small_overlap_driver,Good,4,,4-door wagon
Subaru Outback,2017,moderate_overlap_front,Good,4,,4-door wagon
Subaru Outback,2017,side_original,Good,4,,4-door wagon
Subaru Outback,2017,roof_strength,Good,4,,4-door wagon
Subaru Outback,2017,head_restraints,Good,4,,4-door wagon
Honda Odyssey,2017,small_overlap_driver,Good,4,,minivan
Honda Odyssey,2017,moderate_overlap_front,Good,4,,minivan
Honda Odyssey,2017,side_original,Good,4,,minivan
Honda Odyssey,2017,roof_strength,Good,4,,minivan
Honda Odyssey,2017,head_restraints,Good,4,,minivan
Toyota Sienna,2017,small_overlap_driver,Acceptable,3,,minivan
Toyota Sienna,2017,small_overlap_passenger,Marginal,2,,minivan
Toyota Sienna,2017,moderate_overlap_front,Good,4,,minivan
Toyota Sienna,2017,side_original,Good,4,,minivan
Toyota Sienna,2017,roof_strength,Good,4,,minivan
Toyota Sienna,2017,head_restraints,Good,4,,minivan
Dodge Grand Caravan,2017,small_overlap_driver,Poor,1,,minivan
Dodge Grand Caravan,2017,moderate_overlap_front,Good,4,,minivan
Dodge Grand Caravan,2017,side_original,Good,4,,minivan
Dodge Grand Caravan,2017,roof_strength,Good,4,,minivan
Dodge Grand Caravan,2017,head_restraints,Good,4,,minivan
Kia Sedona,2017,small_overlap_driver,Good,4,,minivan
Kia Sedona,2017,moderate_overlap_front,Good,4,,minivan
Kia Sedona,2017,side_original,Good,4,,minivan
Kia Sedona,2017,roof_strength,Good,4,,minivan
Kia Sedona,2017,head_restraints,Good,4,,minivan
Chevrolet Colorado Crew Cab,2017,small_overlap_driver,Good,4,,crew cab pickup
Chevrolet Colorado Crew Cab,2017,small_overlap_passenger,Marginal,2,,crew cab pickup
Chevrolet Colorado Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
Chevrolet Colorado Crew Cab,2017,side_original,Good,4,,crew cab pickup
Chevrolet Colorado Crew Cab,2017,side_updated,Good,4,,crew cab pickup
Chevrolet Colorado Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
Chevrolet Colorado Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
Nissan Frontier Crew Cab short bed,2017,small_overlap_driver,Marginal,2,,crew cab pickup
Nissan Frontier Crew Cab short bed,2017,small_overlap_passenger,Marginal,2,,crew cab pickup
Nissan Frontier Crew Cab short bed,2017,moderate_overlap_front,Good,4,,crew cab pickup
Nissan Frontier Crew Cab short bed,2017,side_original,Good,4,,crew cab pickup
Nissan Frontier Crew Cab short bed,2017,roof_strength,Good,4,,crew cab pickup
Nissan Frontier Crew Cab short bed,2017,head_restraints,Acceptable,3,,crew cab pickup
Chevrolet Colorado Extended Cab,2017,small_overlap_driver,Acceptable,3,,extended cab pickup
Chevrolet Colorado Extended Cab,2017,moderate_overlap_front,Good,4,,extended cab pickup
Chevrolet Colorado Extended Cab,2017,side_original,Acceptable,3,,extended cab pickup
Chevrolet Colorado Extended Cab,2017,roof_strength,Good,4,,extended cab pickup
Chevrolet Colorado Extended Cab,2017,head_restraints,Good,4,,extended cab pickup
GMC Canyon Crew Cab,2017,small_overlap_driver,Good,4,,crew cab pickup
GMC Canyon Crew Cab,2017,small_overlap_passenger,Marginal,2,,crew cab pickup
GMC Canyon Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
GMC Canyon Crew Cab,2017,side_original,Good,4,,crew cab pickup
GMC Canyon Crew Cab,2017,side_updated,Good,4,,crew cab pickup
GMC Canyon Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
GMC Canyon Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
Ford F-150,2017,small_overlap_driver,Good,4,,crew cab pickup
Ford F-150,2017,small_overlap_passenger,Good,4,,crew cab pickup
Ford F-150,2017,moderate_overlap_front,Good,4,,crew cab pickup
Ford F-150,2017,side_original,Good,4,,crew cab pickup
Ford F-150,2017,roof_strength,Good,4,,crew cab pickup
Ford F-150,2017,head_restraints,Good,4,,crew cab pickup
Chevrolet Silverado 1500 Extended Cab,2017,small_overlap_driver,Acceptable,3,,extended cab pickup
Chevrolet Silverado 1500 Extended Cab,2017,moderate_overlap_front,Good,4,,extended cab pickup
Chevrolet Silverado 1500 Extended Cab,2017,side_original,Good,4,,extended cab pickup
Chevrolet Silverado 1500 Extended Cab,2017,roof_strength,Good,4,,extended cab pickup
Chevrolet Silverado 1500 Extended Cab,2017,head_restraints,Good,4,,extended cab pickup
Chevrolet Silverado 1500 Crew Cab,2017,small_overlap_driver,Marginal,2,,crew cab pickup
Chevrolet Silverado 1500 Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
Chevrolet Silverado 1500 Crew Cab,2017,side_original,Good,4,,crew cab pickup
Chevrolet Silverado 1500 Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
Chevrolet Silverado 1500 Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
GMC Sierra 1500 Extended Cab,2017,small_overlap_driver,Acceptable,3,,extended cab pickup
GMC Sierra 1500 Extended Cab,2017,moderate_overlap_front,Good,4,,extended cab pickup
GMC Sierra 1500 Extended Cab,2017,side_original,Good,4,,extended cab pickup
GMC Sierra 1500 Extended Cab,2017,roof_strength,Good,4,,extended cab pickup
GMC Sierra 1500 Extended Cab,2017,head_restraints,Good,4,,extended cab pickup
Chevrolet Silverado 1500,2017,small_overlap_driver,Marginal,2,,crew cab pickup
Chevrolet Silverado 1500,2017,moderate_overlap_front,Good,4,,crew cab pickup
Chevrolet Silverado 1500,2017,side_original,Good,4,,crew cab pickup
Chevrolet Silverado 1500,2017,roof_strength,Good,4,,crew cab pickup
Chevrolet Silverado 1500,2017,head_restraints,Good,4,,crew cab pickup
Ford F-150 Crew Cab,2017,small_overlap_driver,Good,4,,crew cab pickup
Ford F-150 Crew Cab,2017,small_overlap_passenger,Good,4,,crew cab pickup
Ford F-150 Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
Ford F-150 Crew Cab,2017,side_original,Good,4,,crew cab pickup
Ford F-150 Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
Ford F-150 Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
GMC Sierra 1500 Crew Cab,2017,small_overlap_driver,Marginal,2,,crew cab pickup
GMC Sierra 1500 Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
GMC Sierra 1500 Crew Cab,2017,side_original,Good,4,,crew cab pickup
GMC Sierra 1500 Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
GMC Sierra 1500 Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
Hyundai Tucson,2017,small_overlap_driver,Good,4,,4-door SUV
Hyundai Tucson,2017,small_overlap_passenger,Good,4,,4-door SUV
Hyundai Tucson,2017,moderate_overlap_front,Good,4,,4-door SUV
Hyundai Tucson,2017,side_original,Good,4,,4-door SUV
Hyundai Tucson,2017,side_updated,Marginal,2,,4-door SUV
Hyundai Tucson,2017,roof_strength,Good,4,,4-door SUV
Hyundai Tucson,2017,head_restraints,Good,4,,4-door SUV
Mitsubishi Outlander Sport,2017,small_overlap_driver,Acceptable,3,,4-door SUV
Mitsubishi Outlander Sport,2017,small_overlap_passenger,Marginal,2,,4-door SUV
Mitsubishi Outlander Sport,2017,moderate_overlap_front,Good,4,,4-door SUV
Mitsubishi Outlander Sport,2017,side_original,Good,4,,4-door SUV
Mitsubishi Outlander Sport,2017,roof_strength,Good,4,,4-door SUV
Mitsubishi Outlander Sport,2017,head_restraints,Good,4,,4-door SUV
Toyota RAV4,2017,small_overlap_driver,Good,4,,4-door SUV
Toyota RAV4,2017,small_overlap_passenger,Poor,1,,4-door SUV
Toyota RAV4,2017,moderate_overlap_front,Good,4,,4-door SUV
Toyota RAV4,2017,side_original,Good,4,,4-door SUV
Toyota RAV4,2017,roof_strength,Good,4,,4-door SUV
Toyota RAV4,2017,head_restraints,Good,4,,4-door SUV
Subaru Forester,2017,small_overlap_driver,Good,4,,4-door SUV
Subaru Forester,2017,small_overlap_passenger,Marginal,2,,4-door SUV
Subaru Forester,2017,moderate_overlap_front,Good,4,,4-door SUV
Subaru Forester,2017,side_original,Good,4,,4-door SUV
Subaru Forester,2017,roof_strength,Good,4,,4-door SUV
Subaru Forester,2017,head_restraints,Good,4,,4-door SUV
Jeep Renegade,2017,small_overlap_driver,Acceptable,3,,4-door SUV
Jeep Renegade,2017,moderate_overlap_front,Good,4,,4-door SUV
Jeep Renegade,2017,side_original,Good,4,,4-door SUV
Jeep Renegade,2017,roof_strength,Good,4,,4-door SUV
Jeep Patriot,2017,small_overlap_driver,Poor,1,,4-door SUV
Jeep Patriot,2017,moderate_overlap_front,Good,4,,4-door SUV
Jeep Patriot,2017,side_original,Good,4,,4-door SUV
Jeep Patriot,2017,roof_strength,Good,4,,4-door SUV
Jeep Patriot,2017,head_restraints,Good,4,,4-door SUV
Mitsubishi Outlander,2017,small_overlap_driver,Good,4,,4-door SUV
Mitsubishi Outlander,2017,small_overlap_passenger,Good,4,,4-door SUV
Mitsubishi Outlander,2017,moderate_overlap_front,Good,4,,4-door SUV
Mitsubishi Outlander,2017,side_original,Good,4,,4-door SUV
Mitsubishi Outlander,2017,roof_strength,Good,4,,4-door SUV
Mitsubishi Outlander,2017,head_restraints,Good,4,,4-door SUV
Nissan Rogue,2017,small_overlap_driver,Good,4,,4-door SUV
Nissan Rogue,2017,moderate_overlap_front,Good,4,,4-door SUV
Nissan Rogue,2017,side_original,Good,4,,4-door SUV
Nissan Rogue,2017,roof_strength,Good,4,,4-door SUV
Nissan Rogue,2017,head_restraints,Good,4,,4-door SUV
Jeep Compass,2017,small_overlap_driver,Good,4,,4-door SUV
Jeep Compass,2017,small_overlap_passenger,Good,4,,4-door SUV
Jeep Compass,2017,moderate_overlap_front,Good,4,,4-door SUV
Jeep Compass,2017,side_original,Good,4,,4-door SUV
Jeep Compass,2017,side_updated,Marginal,2,,4-door SUV
Jeep Compass,2017,roof_strength,Good,4,,4-door SUV
Jeep Compass,2017,head_restraints,Good,4,,4-door SUV
Jeep Wrangler 2-door,2017,small_overlap_driver,Marginal,2,,2-door SUV
Jeep Wrangler 2-door,2017,moderate_overlap_front,Good,4,,2-door SUV
Jeep Wrangler 2-door,2017,side_original,Poor,1,,2-door SUV
Honda HR-V,2017,small_overlap_driver,Acceptable,3,,4-door SUV
Honda HR-V,2017,moderate_overlap_front,Good,4,,4-door SUV
Honda HR-V,2017,side_original,Good,4,,4-door SUV
Honda HR-V,2017,side_updated,Poor,1,,4-door SUV
Honda HR-V,2017,roof_strength,Good,4,,4-door SUV
Honda HR-V,2017,head_restraints,Good,4,,4-door SUV
Honda CR-V,2017,small_overlap_driver,Good,4,,4-door SUV
Honda CR-V,2017,small_overlap_passenger,Good,4,,4-door SUV
Honda CR-V,2017,moderate_overlap_front,Good,4,,4-door SUV
Honda CR-V,2017,side_original,Good,4,,4-door SUV
Honda CR-V,2017,side_updated,Acceptable,3,,4-door SUV
Honda CR-V,2017,roof_strength,Good,4,,4-door SUV
Honda CR-V,2017,head_restraints,Good,4,,4-door SUV
Ford Escape,2017,small_overlap_driver,Acceptable,3,,4-door SUV
Ford Escape,2017,small_overlap_passenger,Poor,1,,4-door SUV
Ford Escape,2017,moderate_overlap_front,Good,4,,4-door SUV
Ford Escape,2017,side_original,Good,4,,4-door SUV
Ford Escape,2017,roof_strength,Good,4,,4-door SUV
Ford Escape,2017,head_restraints,Good,4,,4-door SUV
Volkswagen Tiguan,2017,small_overlap_driver,Marginal,2,,4-door SUV
Volkswagen Tiguan,2017,moderate_overlap_front,Good,4,,4-door SUV
Volkswagen Tiguan,2017,side_original,Good,4,,4-door SUV
Volkswagen Tiguan,2017,roof_strength,Good,4,,4-door SUV
Volkswagen Tiguan,2017,head_restraints,Good,4,,4-door SUV
Chevrolet Trax,2017,small_overlap_driver,Good,4,,4-door SUV
Chevrolet Trax,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Chevrolet Trax,2017,moderate_overlap_front,Good,4,,4-door SUV
Chevrolet Trax,2017,side_original,Good,4,,4-door SUV
Chevrolet Trax,2017,side_updated,Acceptable,3,,4-door SUV
Chevrolet Trax,2017,roof_strength,Good,4,,4-door SUV
Chevrolet Trax,2017,head_restraints,Good,4,,4-door SUV
Jeep Cherokee,2017,small_overlap_driver,Marginal,2,,4-door SUV
Jeep Cherokee,2017,moderate_overlap_front,Good,4,,4-door SUV
Jeep Cherokee,2017,side_original,Good,4,,4-door SUV
Jeep Cherokee,2017,roof_strength,Good,4,,4-door SUV
Jeep Cherokee,2017,head_restraints,Good,4,,4-door SUV
Kia Sorento,2017,small_overlap_driver,Good,4,,4-door SUV
Kia Sorento,2017,moderate_overlap_front,Good,4,,4-door SUV
Kia Sorento,2017,side_original,Good,4,,4-door SUV
Kia Sorento,2017,roof_strength,Good,4,,4-door SUV
Kia Sorento,2017,head_restraints,Good,4,,4-door SUV
Ford Explorer,2017,small_overlap_driver,Marginal,2,,4-door SUV
Ford Explorer,2017,small_overlap_passenger,Poor,1,,4-door SUV
Ford Explorer,2017,moderate_overlap_front,Good,4,,4-door SUV
Ford Explorer,2017,side_original,Good,4,,4-door SUV
Ford Explorer,2017,roof_strength,Good,4,,4-door SUV
GMC Terrain,2017,small_overlap_driver,Good,4,,4-door SUV
GMC Terrain,2017,moderate_overlap_front,Good,4,,4-door SUV
GMC Terrain,2017,side_original,Good,4,,4-door SUV
GMC Terrain,2017,roof_strength,Good,4,,4-door SUV
GMC Terrain,2017,head_restraints,Good,4,,4-door SUV
Ford Edge,2017,small_overlap_driver,Acceptable,3,,4-door SUV
Ford Edge,2017,moderate_overlap_front,Good,4,,4-door SUV
Ford Edge,2017,side_original,Good,4,,4-door SUV
Ford Edge,2017,roof_strength,Good,4,,4-door SUV
Ford Edge,2017,head_restraints,Good,4,,4-door SUV
